"annotation_id","choice","annotation_type","from_name","completion_id","project_id","task_id","completed_by_id","annotation_value_flag"
"5cIe7bi6B2","[""Normal""]",choices,severity,753,7,237939,121,1
G_QU7PQniz,"[""Normal""]",choices,severity,754,7,237938,121,1
-X6-7_OWVL,"[""Normal""]",choices,severity,755,7,237937,121,1
"4nHfnDBghI","[""Normal""]",choices,severity,756,7,237936,121,1
fitsXRTVWo,"[""Normal""]",choices,severity,757,7,237935,121,1
RvF06ZsgJC,"[""Normal""]",choices,severity,779,7,237913,121,1
Op_cYmcyUy,"[""Normal""]",choices,severity,758,7,237934,121,1
PbTyDg2sde,"[""Normal""]",choices,severity,759,7,237933,121,1
jesLnqWqub,"[""Normal""]",choices,severity,760,7,237932,121,1
qizvNZFoU0,"[""Normal""]",choices,severity,761,7,237931,121,1
"4W0In9tiiN","[""Normal""]",choices,severity,762,7,237930,121,1
d6oJQ3O9i6,"[""Normal""]",choices,severity,763,7,237929,121,1
pYcsqa_6bU,"[""Normal""]",choices,severity,764,7,237928,121,1
TRXZc8XDh9,"[""Normal""]",choices,severity,765,7,237927,121,1
Lq6vccLfuY,"[""Normal""]",choices,severity,766,7,237926,121,1
aahDtpB1DR,"[""Normal""]",choices,severity,767,7,237925,121,1
rQCr62PdSl,"[""Normal""]",choices,severity,768,7,237924,121,1
uBAxeT3q3M,"[""Non Emergency [No Doctor]""]",choices,severity,769,7,237923,121,2
"5Ess5p1Tnl","[""Normal""]",choices,severity,770,7,237922,121,1
KVyTUcC7vJ,"[""Normal""]",choices,severity,771,7,237921,121,1
letlsymJug,"[""Normal""]",choices,severity,772,7,237920,121,1
"3_MNDmRY6E","[""Normal""]",choices,severity,773,7,237919,121,1
K8Y922wfla,"[""Normal""]",choices,severity,774,7,237918,121,1
DBAtF4lS7F,"[""Normal""]",choices,severity,775,7,237917,121,1
BgIbm_DLCG,"[""Normal""]",choices,severity,776,7,237916,121,1
kErSHJytg8,"[""Normal""]",choices,severity,777,7,237915,121,1
wMQxNxdF2P,"[""Normal""]",choices,severity,778,7,237914,121,1
VF7mmo8LCX,"[""Normal""]",choices,severity,780,7,237912,121,1
LQlYHorJgP,"[""Normal""]",choices,severity,781,7,237911,121,1
bGKipRZ0Rv,"[""Normal""]",choices,severity,782,7,237910,121,1
IfB9K2avD4,"[""Normal""]",choices,severity,783,7,237909,121,1
yhkLxhqTG8,"[""Normal""]",choices,severity,784,7,237908,121,1
fCK-zkpnrj,"[""Normal""]",choices,severity,785,7,237907,121,1
YF5WDbPI8E,"[""Normal""]",choices,severity,786,7,237906,121,1
iirmOEMrjz,"[""Normal""]",choices,severity,787,7,237905,121,1
QMM2vRUaG5,"[""Normal""]",choices,severity,788,7,237904,121,1
eIhQ6h6dML,"[""Normal""]",choices,severity,789,7,237903,121,1
FYj-rXZTMa,"[""Normal""]",choices,severity,790,7,237902,121,1
hQYkXeHtQR,"[""Non Emergency [No Doctor]""]",choices,severity,791,7,237901,121,2
NONvc2iUI9,"[""Normal""]",choices,severity,792,7,237900,121,1
LyonSZNhy6,"[""Normal""]",choices,severity,793,7,237899,121,1
rmzSJbE_AM,"[""Normal""]",choices,severity,794,7,237898,121,1
LkjcF2_XXD,"[""Normal""]",choices,severity,795,7,237897,121,1
"5uupGRwa3F","[""Normal""]",choices,severity,796,7,237896,121,1
HAssu2loIa,"[""Non Emergency [Doctor]""]",choices,severity,797,7,237895,121,3
n7itX07Ra5,"[""Normal""]",choices,severity,798,7,237894,121,1
hVWSS-EMlc,"[""Non Emergency [No Doctor]""]",choices,severity,799,7,237893,121,2
iBOrKKcE8n,"[""Normal""]",choices,severity,800,7,237892,121,1
"0zAjTypocG","[""Normal""]",choices,severity,801,7,237891,121,1
Iin0HFEOVm,"[""Non Emergency [No Doctor]""]",choices,severity,802,7,237890,121,2
XtHrSIghBU,"[""Emergency""]",choices,severity,803,7,237889,121,0
-1C1aiHdvY,"[""Normal""]",choices,severity,804,7,237888,121,1
zWi33lVIBJ,"[""Emergency""]",choices,severity,805,7,237887,121,0
Te0BDmc3r9,"[""Normal""]",choices,severity,806,7,237886,121,1
zok5i7j1O4,"[""Normal""]",choices,severity,807,7,237885,121,1
a8QVsBiMAQ,"[""Normal""]",choices,severity,808,7,237884,121,1
Ickq37DP-0,"[""Non Emergency [No Doctor]""]",choices,severity,809,7,237883,121,2
dSv6vy_E7q,"[""Normal""]",choices,severity,810,7,237882,121,1
lxKB30r3-k,"[""Normal""]",choices,severity,811,7,237881,121,1
"5BQr5uU5pw","[""Normal""]",choices,severity,812,7,237880,121,1
"8zHY2KGhYU","[""Normal""]",choices,severity,813,7,237879,121,1
FQdNd1kohu,"[""Non Emergency [No Doctor]""]",choices,severity,815,7,237877,121,2
"0HHBDwyNrE","[""Normal""]",choices,severity,816,7,237876,121,1
cw0pFCWD9k,"[""Normal""]",choices,severity,817,7,237875,121,1
yY4ueONzz_,"[""Normal""]",choices,severity,818,7,237874,121,1
"47nWDC5_Hs","[""Normal""]",choices,severity,819,7,237873,121,1
znl9RIoQSP,"[""Normal""]",choices,severity,820,7,237872,121,1
v8QwbqGfaJ,"[""Non Emergency [No Doctor]""]",choices,severity,821,7,237871,121,2
"1b5YNsXNy6","[""Normal""]",choices,severity,822,7,237870,121,1
"0kJ9NPhP9W","[""Normal""]",choices,severity,823,7,237869,121,1
d1lxM5jkiF,"[""Normal""]",choices,severity,824,7,237868,121,1
xlqa7zYecp,"[""Normal""]",choices,severity,825,7,237867,121,1
dixjk4u19b,"[""Normal""]",choices,severity,826,7,237866,121,1
hRYZWfmhFw,"[""Normal""]",choices,severity,827,7,237865,121,1
nkhNdKWhQU,"[""Normal""]",choices,severity,828,7,237864,120,1
MP7VKsRtxR,"[""Normal""]",choices,severity,829,7,237863,120,1
HFtIH1X83H,"[""Non Emergency [No Doctor]""]",choices,severity,831,7,237861,120,2
c1PDq6mODH,"[""Emergency""]",choices,severity,832,7,237860,120,0
"1I37aBXcsn","[""Exclude""]",choices,exclude,1867,7,236599,121,
eqIosOQeLI,"[""Normal""]",choices,severity,833,7,237859,120,1
ATeupaHX1c,"[""Normal""]",choices,severity,834,7,237858,120,1
ficHwTi-I4,"[""Normal""]",choices,severity,835,7,237857,120,1
-pPedOvYy5,"[""Normal""]",choices,severity,836,7,237856,120,1
"4sX0oNnS7e","[""Non Emergency [Doctor]""]",choices,severity,837,7,237855,120,3
"8Qjsv9jddl","[""Normal""]",choices,severity,838,7,237854,120,1
FZYST-nXeN,"[""Normal""]",choices,severity,839,7,237853,120,1
cZWf4oEh6K,"[""Non Emergency [No Doctor]""]",choices,severity,1877,7,236667,121,2
_iACYzccmH,"[""Emergency""]",choices,severity,1885,7,236939,120,0
T0RVobeG0J,"[""Normal""]",choices,severity,840,7,237852,120,1
rxXLogLr1t,"[""Normal""]",choices,severity,841,7,237851,120,1
MXsM76iCIG,"[""Normal""]",choices,severity,842,7,237850,120,1
EP5Bpi5NfQ,"[""Normal""]",choices,severity,843,7,237849,120,1
BotoJP90UZ,"[""Normal""]",choices,severity,844,7,237848,120,1
OFcraNJyT9,"[""Normal""]",choices,severity,845,7,237847,120,1
LVzdxjBi0m,"[""Normal""]",choices,severity,846,7,237846,120,1
sIoyed49CO,"[""Normal""]",choices,severity,847,7,237845,120,1
VkpTHYK-Xf,"[""Normal""]",choices,severity,848,7,237844,120,1
N1NJCC0IXg,"[""Normal""]",choices,severity,849,7,237843,120,1
"3DqC4auyB3","[""Normal""]",choices,severity,850,7,237842,120,1
YW66bd5wNe,"[""Normal""]",choices,severity,851,7,237841,120,1
"36Vid-98kW","[""Normal""]",choices,severity,852,7,237840,120,1
iWtoo_LYYh,"[""Non Emergency [No Doctor]""]",choices,severity,853,7,237839,120,2
"5631l4bOmS","[""Normal""]",choices,severity,854,7,237838,120,1
wOGtmtuT3Q,"[""Normal""]",choices,severity,855,7,237837,120,1
_b4oAFBQgs,"[""Exclude""]",choices,exclude,856,7,237836,120,
ham8uWnizn,"[""Normal""]",choices,severity,857,7,237835,120,1
gF5cMaDqYB,"[""Normal""]",choices,severity,858,7,237834,120,1
ntaBkH2d1z,"[""Normal""]",choices,severity,859,7,237833,120,1
Wa3l825jBW,"[""Normal""]",choices,severity,860,7,237832,120,1
KQTUGOLW1e,"[""Normal""]",choices,severity,861,7,237831,120,1
phihaLQWul,"[""Exclude""]",choices,exclude,862,7,237830,120,
iglc4mFPjw,"[""Normal""]",choices,severity,863,7,237829,120,1
h47HfB8_si,"[""Normal""]",choices,severity,864,7,237828,120,1
qkLxhpC7_r,"[""Normal""]",choices,severity,865,7,237827,120,1
FbAXE6HJjM,"[""Normal""]",choices,severity,866,7,237826,120,1
bL2_pTowWB,"[""Normal""]",choices,severity,867,7,237825,120,1
rhdUt-o2UO,"[""Normal""]",choices,severity,868,7,237824,120,1
TFinbkx2h3,"[""Normal""]",choices,severity,869,7,237823,120,1
"0i4Prz8cAg","[""Normal""]",choices,severity,870,7,237822,120,1
LdALC4qL6A,"[""Normal""]",choices,severity,871,7,237821,120,1
prwmkhrNne,"[""Normal""]",choices,severity,872,7,237820,120,1
_Jtfwv7tIT,"[""Normal""]",choices,severity,873,7,237819,120,1
"7j1sCG8v6R","[""Normal""]",choices,severity,874,7,237818,120,1
TrHbv1o9_k,"[""Normal""]",choices,severity,875,7,237817,120,1
OG4zqJPsO-,"[""Normal""]",choices,severity,876,7,237816,120,1
"8ddZY__DmJ","[""Normal""]",choices,severity,877,7,237811,120,1
KbQjA0TxKD,"[""Normal""]",choices,severity,878,7,237812,120,1
NKcofmrsmV,"[""Normal""]",choices,severity,879,7,237814,120,1
jv5bQZeSi9,"[""Normal""]",choices,severity,880,7,237813,120,1
r4VOhSU2zi,"[""Normal""]",choices,severity,881,7,237810,120,1
jkRH3KjDC2,"[""Normal""]",choices,severity,882,7,237809,120,1
uuNROC5fqO,"[""Normal""]",choices,severity,883,7,237808,120,1
hfu6qj6Uak,"[""Normal""]",choices,severity,884,7,237807,120,1
IutP59Sany,"[""Non Emergency [Doctor]""]",choices,severity,885,7,237806,120,3
SnJj8cjw8d,"[""Normal""]",choices,severity,886,7,237805,120,1
_gq0K-VDwz,"[""Normal""]",choices,severity,887,7,237804,120,1
pGHYs_6JAS,"[""Normal""]",choices,severity,888,7,237803,120,1
fWE2XnedfN,"[""Normal""]",choices,severity,889,7,237802,120,1
"0JpG6z8aUm","[""Normal""]",choices,severity,890,7,237801,120,1
yu-J1sRnyd,"[""Normal""]",choices,severity,891,7,237800,120,1
R7xgyWCkdN,"[""Normal""]",choices,severity,892,7,237799,120,1
m_BsvP0_sS,"[""Normal""]",choices,severity,893,7,237797,120,1
BVAqAfbFBd,"[""Normal""]",choices,severity,894,7,237796,120,1
CbENkkUFzl,"[""Normal""]",choices,severity,895,7,237795,120,1
kPAOYD7GcA,"[""Normal""]",choices,severity,896,7,237794,120,1
yqDYH8rRAD,"[""Normal""]",choices,severity,897,7,237793,120,1
tNbnbaf_nY,"[""Normal""]",choices,severity,898,7,237792,120,1
E4RwibXz5v,"[""Normal""]",choices,severity,899,7,237791,120,1
"7yT232Ao8u","[""Normal""]",choices,severity,900,7,237790,120,1
nl4lN6qXzc,"[""Normal""]",choices,severity,901,7,237789,120,1
hDl8LHcRc5,"[""Normal""]",choices,severity,902,7,237788,120,1
"2mLVy8d2GQ","[""Normal""]",choices,severity,903,7,237787,120,1
"9Ja68QUnIy","[""Normal""]",choices,severity,904,7,237786,120,1
lwmpjqN4Av,"[""Normal""]",choices,severity,905,7,237785,120,1
lWbmi4_JV9,"[""Non Emergency [No Doctor]""]",choices,severity,906,7,237784,120,2
"8a6U-k2cxW","[""Normal""]",choices,severity,907,7,237783,120,1
dzTYbgeZIJ,"[""Normal""]",choices,severity,908,7,237782,120,1
DqxteCSWPR,"[""Normal""]",choices,severity,909,7,237781,120,1
kQma0knEk_,"[""Normal""]",choices,severity,910,7,237780,120,1
uN2LjuaCmo,"[""Normal""]",choices,severity,911,7,237779,120,1
tTkQxNnN0X,"[""Normal""]",choices,severity,912,7,237778,120,1
kAdXTAkvK6,"[""Normal""]",choices,severity,913,7,237777,120,1
"7QByxXZtEW","[""Normal""]",choices,severity,914,7,237776,120,1
jy0DvMj1KU,"[""Normal""]",choices,severity,915,7,237775,120,1
zDcDckxjW6,"[""Normal""]",choices,severity,916,7,237774,120,1
z5uPigVqvA,"[""Normal""]",choices,severity,917,7,237773,120,1
ojC3XDlnnA,"[""Non Emergency [No Doctor]""]",choices,severity,918,7,237772,120,2
xkMx3LJZ5t,"[""Normal""]",choices,severity,919,7,237771,120,1
o3vOO2vrBR,"[""Normal""]",choices,severity,920,7,237770,120,1
"1hQmbor3hI","[""Normal""]",choices,severity,921,7,237769,120,1
O5qy24kGLc,"[""Normal""]",choices,severity,922,7,237768,120,1
-BO_fwb0yb,"[""Non Emergency [No Doctor]""]",choices,severity,1868,7,236610,121,2
DkEhimCZxr,"[""Normal""]",choices,severity,924,7,237766,120,1
eYSrO4eVMu,"[""Normal""]",choices,severity,925,7,237765,120,1
"8yxHHMOUGc","[""Normal""]",choices,severity,926,7,237764,120,1
"7BU21hlqRn","[""Normal""]",choices,severity,927,7,237763,120,1
gRv5uXlDHR,"[""Normal""]",choices,severity,928,7,237762,120,1
XiZU9r1eDR,"[""Normal""]",choices,severity,929,7,237761,120,1
SHSuxhaB6d,"[""Normal""]",choices,severity,930,7,237760,120,1
NebxC3p-8E,"[""Normal""]",choices,severity,931,7,237759,120,1
q546EuOcKK,"[""Emergency""]",choices,severity,1878,7,236903,120,0
"42-WbDMxiw","[""Normal""]",choices,severity,936,7,237754,120,1
udyD-y2xr2,"[""Non Emergency [Doctor]""]",choices,severity,932,7,237758,120,3
Kie07DRrbC,"[""Normal""]",choices,severity,933,7,237757,120,1
hh2HpDwdI1,"[""Normal""]",choices,severity,934,7,237756,120,1
iw2NkwKB4I,"[""Normal""]",choices,severity,935,7,237755,120,1
"2gdG5vmfW3","[""Normal""]",choices,severity,938,7,237752,120,1
ngdxLUnt6u,"[""Normal""]",choices,severity,939,7,237751,120,1
ZGl3pfuLxQ,"[""Normal""]",choices,severity,937,7,237753,120,1
te5ROB0Z81,"[""Normal""]",choices,severity,940,7,237750,120,1
oMd8-FPC9c,"[""Normal""]",choices,severity,941,7,237749,120,1
gcX4EjLbIY,"[""Normal""]",choices,severity,942,7,237748,120,1
_DgIs1FCzL,"[""Normal""]",choices,severity,943,7,237747,120,1
W1qc1L6o1o,"[""Normal""]",choices,severity,944,7,237746,120,1
GWrOlscCS5,"[""Normal""]",choices,severity,945,7,237745,120,1
HLgu1_dfdG,"[""Normal""]",choices,severity,946,7,237744,120,1
kv5Lo1UX8y,"[""Normal""]",choices,severity,947,7,237743,120,1
"282R0dYBDc","[""Normal""]",choices,severity,948,7,237742,120,1
axYA9pbr_r,"[""Normal""]",choices,severity,949,7,237741,120,1
M1yqk2s2o-,"[""Normal""]",choices,severity,950,7,237740,120,1
gk45LXvImd,"[""Normal""]",choices,severity,951,7,237739,120,1
FAGnmqSFyo,"[""Normal""]",choices,severity,952,7,237738,120,1
yghcG1V5bT,"[""Normal""]",choices,severity,953,7,237737,120,1
JZ6_XnsKQc,"[""Normal""]",choices,severity,954,7,237736,120,1
qYeSWqVLwS,"[""Normal""]",choices,severity,955,7,237735,120,1
yEr-BKUt5J,"[""Normal""]",choices,severity,956,7,237734,120,1
n5vARerh0Q,"[""Normal""]",choices,severity,957,7,237733,120,1
"0XvW4_BEQT","[""Normal""]",choices,severity,958,7,237732,120,1
vKxZQRO2AN,"[""Normal""]",choices,severity,959,7,237731,120,1
u-JxTBFehV,"[""Non Emergency [No Doctor]""]",choices,severity,2010,7,237082,121,2
YuRNYP2vM6,"[""Non Emergency [No Doctor]""]",choices,severity,960,7,237798,18,2
W3DGoR6aaB,"[""Non Emergency [No Doctor]""]",choices,severity,923,7,237767,120,2
i4uLPt2C11,"[""Emergency""]",choices,severity,961,7,235965,121,0
NQeK4jIPTz,"[""Non Emergency [No Doctor]""]",choices,severity,962,7,235979,121,2
tUOCDsan-a,"[""Non Emergency [No Doctor]""]",choices,severity,964,7,235964,121,2
vLs6vXAhfo,"[""Emergency""]",choices,severity,965,7,235972,121,0
nGGrO8Uh0X,"[""Emergency""]",choices,severity,1886,7,236692,121,0
"1Sh0XD8cps","[""Emergency""]",choices,severity,967,7,235953,121,0
_CrwlReaHc,"[""Emergency""]",choices,severity,978,7,235992,121,0
z3axoP9gnR,"[""Emergency""]",choices,severity,966,7,235978,121,0
gFrI9IiYyF,"[""Emergency""]",choices,severity,968,7,235956,121,0
rr9d3MhiD3,"[""Non Emergency [Doctor]""]",choices,severity,969,7,235960,121,3
L0E7AROHhx,"[""Non Emergency [Doctor]""]",choices,severity,970,7,235963,121,3
hZ_G7L0jNK,"[""Non Emergency [No Doctor]""]",choices,severity,971,7,235968,121,2
NlAeVcYRnZ,"[""Exclude""]",choices,exclude,963,7,235957,121,
CcKySrzPuz,"[""Emergency""]",choices,severity,972,7,235975,121,0
"0b4rFZzH2H","[""Emergency""]",choices,severity,973,7,235980,121,0
MrLE_Mt9YZ,"[""Emergency""]",choices,severity,974,7,236001,121,0
"9ph1m3N4j_","[""Non Emergency [No Doctor]""]",choices,severity,975,7,236010,121,2
tk3tIq2xrD,"[""Emergency""]",choices,severity,976,7,236034,121,0
LWxeHbd76H,"[""Non Emergency [No Doctor]""]",choices,severity,980,7,235973,121,2
hxScYO_9o0,"[""Non Emergency [Doctor]""]",choices,severity,979,7,235961,121,3
BAxg0JVHJw,"[""Non Emergency [Doctor]""]",choices,severity,982,7,236201,120,3
DWLu7OmfRW,"[""Normal""]",choices,severity,984,7,236202,120,1
YuHBCjOPWp,"[""Non Emergency [No Doctor]""]",choices,severity,985,7,235991,121,2
uaP_87idhN,"[""Emergency""]",choices,severity,986,7,235954,121,0
"9A68cAxDAU","[""Non Emergency [No Doctor]""]",choices,severity,1869,7,236867,120,2
MaKyKV0ycU,"[""Non Emergency [Doctor]""]",choices,severity,988,7,235959,121,3
-BmMCxPkKx,"[""Emergency""]",choices,severity,989,7,235967,121,0
li9-jjqSyu,"[""Emergency""]",choices,severity,990,7,235981,121,0
yWSTLAHqOP,"[""Non Emergency [Doctor]""]",choices,severity,991,7,235984,121,3
ucc9Ngcp-8,"[""Non Emergency [No Doctor]""]",choices,severity,993,7,236205,120,2
bPWxUYgB71,"[""Emergency""]",choices,severity,996,7,236206,120,0
eNtKYP3Jh-,"[""Emergency""]",choices,severity,992,7,236204,120,0
xViYh3AFHG,"[""Non Emergency [No Doctor]""]",choices,severity,994,7,235988,121,2
p7BBO9F3oo,"[""Emergency""]",choices,severity,997,7,236016,121,0
boSI-SeImS,"[""Emergency""]",choices,severity,987,7,236203,120,0
MYNi_Ve3cY,"[""Non Emergency [Doctor]""]",choices,severity,995,7,235993,121,3
ZgKZbDhXO-,"[""Normal""]",choices,severity,998,7,236207,120,1
JkqysfRcg4,"[""Non Emergency [No Doctor]""]",choices,severity,1000,7,236051,121,2
hxcCrqqzPF,"[""Non Emergency [Doctor]""]",choices,severity,1001,7,235951,121,3
j9ec0YZjSK,"[""Emergency""]",choices,severity,1002,7,236208,120,0
GTZN4NHAb4,"[""Normal""]",choices,severity,1003,7,236209,120,1
nt-Rmvd4T5,"[""Emergency""]",choices,severity,1004,7,235952,121,0
Z0dvpdyk35,"[""Non Emergency [Doctor]""]",choices,severity,1005,7,236210,120,3
fPZ-HGlKhp,"[""Non Emergency [No Doctor]""]",choices,severity,1006,7,235955,121,2
"5ilD7aWGqp","[""Non Emergency [No Doctor]""]",choices,severity,1007,7,235958,121,2
Pw9UTy4oiu,"[""Emergency""]",choices,severity,1009,7,235962,121,0
p1LEBZK3es,"[""Emergency""]",choices,severity,1016,7,236216,120,0
lx6KIAVY0s,"[""Emergency""]",choices,severity,1008,7,236806,120,0
"5hAF2t8XFe","[""Non Emergency [No Doctor]""]",choices,severity,1010,7,235966,121,2
rknI0JwvTT,"[""Emergency""]",choices,severity,1011,7,236213,120,0
pTkjFhkJrz,"[""Emergency""]",choices,severity,1012,7,235969,121,0
H27ay66SwQ,"[""Emergency""]",choices,severity,1013,7,236214,120,0
tNlfuNmpRd,"[""Emergency""]",choices,severity,1014,7,236215,120,0
rTysHUcQAp,"[""Emergency""]",choices,severity,1015,7,235970,121,0
Gf86OGyT3c,"[""Emergency""]",choices,severity,1017,7,236217,120,0
QMrbzQp4hb,"[""Non Emergency [Doctor]""]",choices,severity,1018,7,236218,120,3
BSMy_i_Yzd,"[""Non Emergency [Doctor]""]",choices,severity,1037,7,236228,120,3
_OhhidIHWu,"[""Emergency""]",choices,severity,1019,7,236219,120,0
qJKcs72jz2,"[""Non Emergency [Doctor]""]",choices,severity,1020,7,236221,120,3
F7PIFIUYH_,"[""Emergency""]",choices,severity,1021,7,235976,121,0
A-yocgpoDl,"[""Emergency""]",choices,severity,1022,7,236222,120,0
e3oGDtJFAH,"[""Emergency""]",choices,severity,1870,7,236659,121,0
ZOghxh-CsF,"[""Emergency""]",choices,severity,1032,7,235987,121,0
obe9VlpL_X,"[""Non Emergency [Doctor]""]",choices,severity,1023,7,236223,120,3
KVf2t8ETBd,"[""Emergency""]",choices,severity,1033,7,235989,121,0
b6unV3h9V5,"[""Emergency""]",choices,severity,1025,7,236224,120,0
ZuzvYv0yap,"[""Emergency""]",choices,severity,1026,7,236225,120,0
hCTQhGyTFX,"[""Emergency""]",choices,severity,1027,7,235982,121,0
e876XM52MZ,"[""Emergency""]",choices,severity,1028,7,236226,120,0
g8JbcgbfGq,"[""Non Emergency [Doctor]""]",choices,severity,1029,7,235983,121,3
GvdZMT9OJz,"[""Emergency""]",choices,severity,1030,7,236227,120,0
mi6PXW9XwY,"[""Emergency""]",choices,severity,1031,7,235986,121,0
jiWaGuS6_5,"[""Emergency""]",choices,severity,1034,7,235990,121,0
"5849Z93fJd","[""Non Emergency [Doctor]""]",choices,severity,1035,7,235995,121,3
d_sVYmLPAZ,"[""Non Emergency [No Doctor]""]",choices,severity,1036,7,235996,121,2
YgEzq726iG,"[""Emergency""]",choices,severity,1038,7,236229,120,0
Bs4OczO5Qr,"[""Emergency""]",choices,severity,1039,7,235998,121,0
"9_dD2-hwrW","[""Non Emergency [No Doctor]""]",choices,severity,1040,7,235999,121,2
RMyZauh23A,"[""Non Emergency [No Doctor]""]",choices,severity,1041,7,236003,121,2
I5ey4c29EF,"[""Emergency""]",choices,severity,1042,7,236004,121,0
UuswbGZ6Xh,"[""Non Emergency [Doctor]""]",choices,severity,1043,7,236006,121,3
i6ICGIWcRV,"[""Emergency""]",choices,severity,1044,7,236007,121,0
q1xXCa7-xy,"[""Non Emergency [Doctor]""]",choices,severity,1045,7,236012,121,3
WXAdHyVk7F,"[""Emergency""]",choices,severity,1046,7,236015,121,0
WRbZFkmwgJ,"[""Non Emergency [No Doctor]""]",choices,severity,1047,7,236032,121,2
XMP8Fajgru,"[""Emergency""]",choices,severity,1048,7,236230,120,0
W7qJiiTjXK,"[""Emergency""]",choices,severity,1049,7,236231,120,0
WaNSi5nq_u,"[""Emergency""]",choices,severity,1050,7,236232,120,0
bjMBdrtaPK,"[""Emergency""]",choices,severity,1051,7,236233,120,0
cfX4b1gnfd,"[""Emergency""]",choices,severity,1052,7,236033,121,0
eWeoIh-mBA,"[""Normal""]",choices,severity,1053,7,236038,121,1
vbYOjaYZCZ,"[""Emergency""]",choices,severity,1054,7,236234,120,0
X2AE114OOy,"[""Non Emergency [Doctor]""]",choices,severity,1055,7,236235,120,3
RLHldB9EPn,"[""Emergency""]",choices,severity,1071,7,236065,121,0
NY8cyjQEZ8,"[""Emergency""]",choices,severity,1056,7,236041,121,0
O6ZjK4XzYT,"[""Non Emergency [Doctor]""]",choices,severity,1057,7,236236,120,3
"09etcIIJyd","[""Emergency""]",choices,severity,1058,7,236237,120,0
"8-0k-YneVL","[""Non Emergency [Doctor]""]",choices,severity,1059,7,236238,120,3
zoOqZVwdqO,"[""Non Emergency [No Doctor]""]",choices,severity,1060,7,236045,121,2
YFr8EbIuVx,"[""Emergency""]",choices,severity,1061,7,236048,121,0
_MbZoZwdka,"[""Emergency""]",choices,severity,1062,7,236239,120,0
dmTqzc8nHH,"[""Emergency""]",choices,severity,1063,7,236049,121,0
oH5lut4OFT,"[""Non Emergency [No Doctor]""]",choices,severity,1064,7,236052,121,2
-PmrwrNpKP,"[""Normal""]",choices,severity,1065,7,236053,121,1
rGM7kqVEv7,"[""Emergency""]",choices,severity,1066,7,236055,121,0
"7qXw7thDbz","[""Exclude""]",choices,exclude,1067,7,236056,121,
fBqVsWLoBy,"[""Emergency""]",choices,severity,1068,7,236061,121,0
"2WZmUMcSyq","[""Exclude""]",choices,exclude,1069,7,236062,121,
zOaenjYVed,"[""Emergency""]",choices,severity,1070,7,236064,121,0
-fnrIVidvr,"[""Non Emergency [Doctor]""]",choices,severity,1072,7,236068,121,3
IvWUBGRR4d,"[""Non Emergency [Doctor]""]",choices,severity,1073,7,236069,121,3
J-OdP1T1nE,"[""Exclude""]",choices,exclude,1074,7,236071,121,
elEircWReJ,"[""Exclude""]",choices,exclude,1075,7,236072,121,
Kel_KGxjMs,"[""Emergency""]",choices,severity,1076,7,236243,120,0
"9RAYpS5CU1","[""Emergency""]",choices,severity,1077,7,236244,120,0
a2M4pScmQo,"[""Emergency""]",choices,severity,1078,7,236076,121,0
pxyIs8L13j,"[""Normal""]",choices,severity,1887,7,236725,120,1
"5vjyVlKevl","[""Emergency""]",choices,severity,1081,7,236142,121,0
aNSv5ofkCJ,"[""Emergency""]",choices,severity,1082,7,236246,120,0
"8dWKDI2KEt","[""Emergency""]",choices,severity,1083,7,236143,121,0
MtN7QRoQ0E,"[""Non Emergency [Doctor]""]",choices,severity,1084,7,236146,121,3
Ufvtm6Qa5W,"[""Emergency""]",choices,severity,1085,7,236247,120,0
d2BvOA1c5h,"[""Emergency""]",choices,severity,1086,7,236248,120,0
gk-jJ0rTuy,"[""Emergency""]",choices,severity,1087,7,236147,121,0
mycOvx05ic,"[""Exclude""]",choices,exclude,1088,7,236149,121,
dcQnKk-RAb,"[""Emergency""]",choices,severity,1089,7,236211,120,0
"6mGh6d904Y","[""Non Emergency [No Doctor]""]",choices,severity,1090,7,236150,121,2
OTGJscnUwE,"[""Emergency""]",choices,severity,1091,7,236241,120,0
"4qk044RT_M","[""Emergency""]",choices,severity,1092,7,235971,121,0
dfC66eR8SM,"[""Emergency""]",choices,severity,1093,7,235994,121,0
JbQL9xGQBu,"[""Non Emergency [No Doctor]""]",choices,severity,1095,7,236000,121,2
-ujX0XP9Fv,"[""Normal""]",choices,severity,1096,7,236002,121,1
btAHOsojW3,"[""Non Emergency [Doctor]""]",choices,severity,1097,7,236009,121,3
r1IblhEWYN,"[""Non Emergency [No Doctor]""]",choices,severity,1098,7,236253,120,2
XgqImkvX-o,"[""Non Emergency [No Doctor]""]",choices,severity,1099,7,236011,121,2
sc-OQFSOQ7,"[""Emergency""]",choices,severity,1100,7,236257,120,0
CEbvN4Yu3e,"[""Non Emergency [No Doctor]""]",choices,severity,1102,7,236258,120,2
VwZf9VlKIz,"[""Emergency""]",choices,severity,1103,7,236014,121,0
Rkuah238lP,"[""Emergency""]",choices,severity,1104,7,236260,120,0
h2WOJsaYCA,"[""Non Emergency [Doctor]""]",choices,severity,1105,7,236019,121,3
P7dMR7Q0_y,"[""Emergency""]",choices,severity,1106,7,236261,120,0
eve75e0xxy,"[""Emergency""]",choices,severity,1107,7,236264,120,0
"4C4JUiv1Ap","[""Non Emergency [No Doctor]""]",choices,severity,1108,7,236020,121,2
rFAXgocWyh,"[""Emergency""]",choices,severity,1109,7,236265,120,0
